Name,Web Address,Sales Rep,Vertical,Billing City,Billing State/Province,Annual Revenue,NAICS
Crimson Trace Corporation,http://www.crimsontrace.com,"Dynek, Christopher",Manufacturing,Wilsonville,OR,$30M to $50M,334413 Semiconductor and Related Device Manufacturing
Cronometer,http://cronometer.com,"Corbett, Danielle",Health & Beauty,"Vancouver,",BC,$5M to $10M,456191 Food (Health) Supplement Retailers
Cross Colours,http://www.crosscolours.com,"Dynek, Christopher","Apparel, Footwear & Accessories",Beverly Hills,CA,$20M to $30M,517919 All Other Telecommunications
Crown Metal Manufacturing Co.,http://www.crownmetal.com,"Traywick, Reginald",Retail,Elmhurst,IL,$10M to $20M,"337215 Showcase, Partition, Shelving, and Locker Manufacturing"
Cruz Foam,https://www.cruzfoam.com/,"Zapalac, Ross",Manufacturing,Santa Cruz,CA,$5M to $10M,326150 Urethane and Other Foam Product (except Polystyrene) Manufacturing
Crystal Group Inc.,http://www.crystalrugged.com,"Zapalac, Ross",Manufacturing,Hiawatha,IA,$50M to $100M,458110 Clothing and Clothing Accessories Retailers
CST Industries Inc,http://cstindustries.com,"Dynek, Christopher",Manufacturing,Kansas City,MO,$200M to $250M,541330 Engineering Services
CT Lighting Sales,http://www.ct-lc.com,"Dambrosio, Thomas",Retail,Denver,CO,$5M to $10M,"423610 Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
Culinex,http://www.culinex.biz,"Uritis, Peter",Retail,Fargo,ND,$10M to $20M,423440 Other Commercial Equipment Merchant Wholesalers
Cultivate Power,http://cultivate-power.com,"Corbett, Danielle",Manufacturing,,,$5M to $10M,
Culver Equipment LLC,http://www.culvereq.com,"Dynek, Christopher",Manufacturing,Phoenix,AZ,$20M to $30M,423440 Other Commercial Equipment Merchant Wholesalers
Cura Medical Solutions,http://curamedicalsolutions.com,"Dynek, Christopher",General Business,Dakota Dunes,SD,$2M to $5M,621991 Blood and Organ Banks
Custom Flavors,http://www.customflavors.com,"Uritis, Peter",Retail,San Clemente,CA,$10M to $20M,311999 All Other Miscellaneous Food Manufacturing
"Custom Interface, Inc.",http://www.custominterfaceinc.com,"Uritis, Peter",Manufacturing,Bingen,WA,$10M to $20M,334419 Other Electronic Component Manufacturing
Cutsforth Products,http://www.cutsforth.com,"Uritis, Peter",Manufacturing,Ferndale,WA,$10M to $20M,336310 Motor Vehicle Gasoline Engine and Engine Parts Manufacturing
Cutter & Buck,http://www.cutterbuck.com,"Dynek, Christopher","Apparel, Footwear & Accessories",Seattle,WA,$500M to $1B,458110 Clothing and Clothing Accessories Retailers
CV-Tek,http://www.cv-tek.com,"Uritis, Peter",Manufacturing,Elgin,IL,$5M to $10M,333993 Packaging Machinery Manufacturing
CybertronPC,https://www.clxgaming.com/,"O'Neill, Brian",Manufacturing,Wichita,KS,$10M to $20M,541512 Computer Systems Design Services
Cyl-Tec,http://www.cyl-tec.com,"Dambrosio, Thomas",Manufacturing,Aurora,IL,$10M to $20M,325120 Industrial Gas Manufacturing
D & D International,http://www.dndvases.com,"Traywick, Reginald",Retail,Vernon,CA,$5M to $10M,"424930 Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers"
D&S Car Wash Systems,http://dscarwash.com,"Uritis, Peter",Retail,High Ridge,MO,$10M to $20M,811192 Car Washes
D.P.L. Enterprises dba Air-Care,http://www.air-care.com,"Dambrosio, Thomas",Manufacturing,Las Vegas,NV,$5M to $10M,"238220 Plumbing, Heating, and Air-Conditioning Contractors"
DaCosta Farms LLC,https://dacostafarms.com/,"O'Neill, Brian",Food & Beverage,Gonzalez,CA,$10M to $20M,
Dae Hair,http://www.daehair.com,"Uritis, Peter",Retail,Mesa,AZ,$10M to $20M,"456120 Cosmetics, Beauty Supplies, and Perfume Retailers"
Dairy West,http://www.dairywest.com,"Corbett, Danielle",Food & Beverage,Meridian,ID,$5M to $10M,112120 Dairy Cattle and Milk Production
Dalmatian Fire Equipment Inc,http://www.dalmatianfire.com,"Uritis, Peter",Manufacturing,Eaton,CO,$10M to $20M,423850 Service Establishment Equipment and Supplies Merchant Wholesalers
Dandelion Chocolate,https://www.dandelionchocolate.com/,"O'Neill, Brian",Food & Beverage,San Francisco,CA,$10M to $20M,311351 Chocolate and Confectionery Manufacturing from Cacao Beans
Daniel Smith,http://danielsmith.com/,"Uritis, Peter",Manufacturing,Seattle,WA,$10M to $20M,325510 Paint and Coating Manufacturing
Daniel's Home Center,http://www.danielshomecenter.com,"Traywick, Reginald",Retail,Anaheim,CA,$20M to $30M,449110 Furniture Retailers
Danner,https://www.danner.com/,"Dynek, Christopher","Apparel, Footwear & Accessories",Portland,OR,$2B to $4B,811430 Footwear and Leather Goods Repair
Danner,http://www.danner.com,"Dynek, Christopher","Apparel, Footwear & Accessories",Portland,OR,$2B to $4B,811430 Footwear and Leather Goods Repair
Datum Technologies,http://datumtechcnc.com,"Corbett, Danielle",Manufacturing,Santa Rosa,CA,$10M to $20M,333515 Cutting Tool and Machine Tool Accessory Manufacturing
Dave Wilson Nursery,http://www.davewilson.com,"Dynek, Christopher",Manufacturing,Hickman,CA,$50M to $100M,111421 Nursery and Tree Production
"David H. Fell & Company, Inc.",http://www.dhfco.com,"Uritis, Peter",Manufacturing,Los Angeles,CA,$10M to $20M,331410 Nonferrous Metal (except Aluminum) Smelting and Refining
Davidson's Inc,https://www.davidsonsinc.com/,"Zapalac, Ross",Retail,,,$20M to $30M,
DCD Design & Manufacturing,https://www.dcddesign.com/,"O'Neill, Brian",Manufacturing,Richmond,BC,$5M to $10M,333132 Oil and Gas Field Machinery and Equipment Manufacturing
DE-EL Enterprises Inc.,http://www.deelinc.com,"Uritis, Peter",Retail,Monroe,WA,$10M to $20M,442291 Window Treatment Stores
Decorative Plumbing Distributors,http://www.decorativeplumbing.com/,"Traywick, Reginald",Retail,Fremont,CA,$5M to $10M,423720 Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers
"Degelman Industries, Inc",http://www.degelman.com,"Dynek, Christopher",Manufacturing,Minot,ND,$100M to $150M,333111 Farm Machinery and Equipment Manufacturing
DeKalb Iron & Metal,http://www.dimcodekalb.com,"Traywick, Reginald",Manufacturing,DeKalb,IL,$5M to $10M,423930 Recyclable Material Merchant Wholesalers
Del Mar Packing,http://www.delmarfarms.com,"O'Neill, Brian",Manufacturing,Patterson,CA,$5M to $10M,111335 Tree Nut Farming
Delafield Corporation,http://www.dftcorp.com/,"Zapalac, Ross",Manufacturing,Duarte,CA,$50M to $100M,332912 Fluid Power Valve and Hose Fitting Manufacturing
Deli Star Corporation,http://delistarcorporation.com,"Dambrosio, Thomas",General Business,Illinois City,IL,$50M to $100M,722511 Full-Service Restaurants
Delphon Industries,http://www.delphon.com,"Dynek, Christopher",Manufacturing,Hayward,CA,$10M to $20M,326113 Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing
Delta Controls,https://www.deltacontrols.com,"O'Neill, Brian",Manufacturing,Langley,BC,$50M to $100M,335999 All Other Miscellaneous Electrical Equipment and Component Manufacturing
Delta Power,http://www.delta-power.com,"O'Neill, Brian",Manufacturing,Rockford,IL,$10M to $20M,332912 Fluid Power Valve and Hose Fitting Manufacturing
Delta Print Group,http://deltaprintgroup.com,"Dynek, Christopher",Manufacturing,Sacramento,CA,$5M to $10M,323111 Commercial Printing (except Screen and Books)
Deluxe Medical Supply,http://www.deluxemedical.com,"Traywick, Reginald",Health & Beauty,La Mesa,CA,$10M to $20M,"423450 Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers"
Denali Brewpub,http://www.denalibrewing.com,"O'Neill, Brian",Food & Beverage,,AK,$5M to $10M,312120 Breweries
Denali Industrial Supply Inc,http://www.denali-industrial.com,"Uritis, Peter",Retail,Fairbanks,AK,$5M to $10M,423710 Hardware Merchant Wholesalers
Dennett Enterprises / EFI Sales Ltd,http://dennettenterprises.com,"Corbett, Danielle",Food & Beverage,Langley,BC,$5M to $10M,423440 Other Commercial Equipment Merchant Wholesalers
Dennis Supply Co.,http://dennissupply.com,"Uritis, Peter",Retail,Sioux City,IA,$10M to $20M,423730 Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers
Denver Wholesale Florists Company,http://www.dwfwholesale.com,"Dynek, Christopher",Retail,Denver,CO,$50M to $100M,"459420 Gift, Novelty, and Souvenir Retailers"
Designer trends inc,http://www.myshoesupplies.com,"Traywick, Reginald",General Business,Naperville,IL,$2M to $5M,812990 All Other Personal Services
"Dexter Apache Holdings, Inc.",http://www.dexter.com,"Dynek, Christopher",Manufacturing,Fairfield,IA,$100M to $150M,333318 Other Commercial and Service Industry Machinery Manufacturing
DG Brands,https://www.dreamgirl.la,"Traywick, Reginald","Apparel, Footwear & Accessories",Bell,CA,$10M to $20M,722410 Drinking Places (Alcoholic Beverages)
Di Stefano Cheese Company,http://www.distefanocheese.com/,"Dambrosio, Thomas",Retail,Pomona,CA,$10M to $20M,311513 Cheese Manufacturing
Dial Manufacturing,http://www.dialmfg.com,"Corbett, Danielle",Manufacturing,Phoenix,AZ,$5M to $10M,333415 Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing
Diamond Creek Vineyards,http://www.diamondcreekvineyards.com,"Uritis, Peter",Food & Beverage,Calistoga,CA,$10M to $20M,312130 Wineries
"Diamond Equipment, Inc.",http://www.diamondequipment.com,"Uritis, Peter",Retail,Mount Vernon,IL,$10M to $20M,532490 Other Commercial and Industrial Machinery and Equipment Rental and Leasing
Diaspora Co.,http://www.diasporaco.com,"Zapalac, Ross",Food & Beverage,Oakland,CA,$50M to $100M,522293 International Trade Financing
DigiLens,http://digilens.com,"Dynek, Christopher",Manufacturing,Sunnyvale,CA,$10M to $20M,"518210 Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services"
DiGregorio,http://www.digregoriofoods.com,"Corbett, Danielle",Retail,St. Louis,MO,$5M to $10M,445110 Supermarkets and Other Grocery Retailers (except Convenience Retailers)
Dik Fulfillment Services,http://www.dikfs.com,"Dambrosio, Thomas",Retail,Lockport,IL,$10M to $20M,456110 Pharmacies and Drug Retailers
Dillabaugh,http://www.dillabaughsflooringamerica.com,"Uritis, Peter",Retail,Boise,ID,$10M to $20M,449121 Floor Covering Retailers
DIRECT CM LLC,http://www.DCMsolar.com,"Dynek, Christopher",Manufacturing,Burbank,CA,$20M to $30M,
Displace TV,http://www.displace.tv,"Traywick, Reginald",Manufacturing,Los Angeles,CA,$5M to $10M,515120 Television Broadcasting
Distributor Wire & Cable,http://distributorwire.com,"Dynek, Christopher",Retail,Aurora,CO,$30M to $50M,"423610 Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
Dixon Container Company,http://www.dixoncontainer.com,"Zapalac, Ross",Manufacturing,Boise,ID,$20M to $30M,424130 Industrial and Personal Service Paper Merchant Wholesalers
Dmg Mori Digital Technology Laboratory Corporation,https://us.dmgmori.com/,"O'Neill, Brian",Manufacturing,Davis,CA,$150M to $200M,"333514 Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
"DMS Pharmaceutical Group , Inc.",http://www.dmspharma.com,"Dambrosio, Thomas",Manufacturing,Park Ridge,IL,$5M to $10M,424210 Drugs and Druggists' Sundries Merchant Wholesalers
Domex,http://superfreshgrowers.com,"Zapalac, Ross",Retail,Yakima,WA,$50M to $100M,424480 Fresh Fruit and Vegetable Merchant Wholesalers
Don's Mobile Glass,http://www.donsmobileglass.com,"Dynek, Christopher",Retail,,CA,$20M to $30M,811122 Automotive Glass Replacement Shops
DoorKing Inc.,http://doorking.com,"Zapalac, Ross",Manufacturing,Inglewood,CA,$30M to $50M,335999 All Other Miscellaneous Electrical Equipment and Component Manufacturing
"Dorco America, Inc.",http://www.dorcousa.com,"Traywick, Reginald",Health & Beauty,San Diego,CA,$10M to $20M,325620 Toilet Preparation Manufacturing
"Dorsett & Jackson, Inc.",http://www.dorsettandjackson.com,"Dambrosio, Thomas",Manufacturing,Los Angeles,CA,$5M to $10M,424690 Other Chemical and Allied Products Merchant Wholesalers
Double L Group,http://www.doublel.com/,"O'Neill, Brian",Manufacturing,Dyersville,IA,$30M to $50M,333111 Farm Machinery and Equipment Manufacturing
"Doug Mockett & Company, Inc.",http://www.mockett.com,"O'Neill, Brian",Retail,Torrance,CA,$10M to $20M,423710 Hardware Merchant Wholesalers
Douglas Products,https://douglasproducts.com/,"Zapalac, Ross",Manufacturing,Liberty,MO,$20M to $30M,325612 Polish and Other Sanitation Good Manufacturing
Dovetail Furniture,http://dovetailhome.com,"Corbett, Danielle",Retail,Los Angeles,CA,$10M to $20M,423210 Furniture Merchant Wholesalers
DOWNEY WHOLESALE,http://www.downeywholesaleinc.com,"Corbett, Danielle",Retail,Santa Fe Springs,CA,$10M to $20M,424450 Confectionery Merchant Wholesalers
Draganfly Innovations,http://www.draganfly.com/,"Corbett, Danielle",Manufacturing,Saskatoon,SK,$2M to $5M,541519 Other Computer Related Services
Dragotec U.S.A,http://www.dragotec.com,"Corbett, Danielle",Manufacturing,Fenton,IA,$5M to $10M,333111 Farm Machinery and Equipment Manufacturing
Draught Works Brewing,http://www.draughtworksbrewery.com,"Dambrosio, Thomas",Retail,Missoula,MT,$5M to $10M,312120 Breweries
DreamGirls,https://www.dghair.com/,"Traywick, Reginald",Health & Beauty,Los Angeles,CA,$5M to $10M,812112 Beauty Salons
Dugan's Paint & Flooring Center,http://www.dugans1871.com,"O'Neill, Brian",Retail,Sedalia,MO,$5M to $10M,444120 Paint and Wallpaper Retailers
Dulce Food Group,http://www.dulcefoodgroup.com,"Uritis, Peter",Retail,Phoenix,AZ,$5M to $10M,
Duplo USA Corporation,http://www.duplousa.com,"Zapalac, Ross",Manufacturing,Santa Ana,CA,$50M to $100M,423830 Industrial Machinery and Equipment Merchant Wholesalers
Dynamic Fastener,http://dynamicfastener.com,"Uritis, Peter",Manufacturing,Kansas City,MO,$10M to $20M,423710 Hardware Merchant Wholesalers
Dynamic Rescue Systems Inc,http://www.dynamicrescue.com,"O'Neill, Brian",Manufacturing,Surrey,BC,$5M to $10M,339113 Surgical Appliance and Supplies Manufacturing
Dynasty Footwear Ltd.,http://www.dynashoe.com,"Dynek, Christopher","Apparel, Footwear & Accessories",El Segundo,CA,$20M to $30M,424340 Footwear Merchant Wholesalers
"E & S International Enterprises, Inc.",https://www.esintl.com,"O'Neill, Brian",Retail,Van Nuys,CA,$20M to $30M,423430 Computer and Computer Peripheral Equipment and Software Merchant Wholesalers
E - I Corp,http://www.eandicorp.com,"Uritis, Peter",Manufacturing,Westerville,OH,$5M to $10M,333318 Other Commercial and Service Industry Machinery Manufacturing
"E K INDUSTRIES, INCORPORATED",https://eki-chem.com/,"Dambrosio, Thomas",Manufacturing,Joliet,IL,$5M to $10M,325612 Polish and Other Sanitation Good Manufacturing
E N M Company,http://www.enmco.com,"Uritis, Peter",Manufacturing,Chicago,IL,$5M to $10M,334514 Totalizing Fluid Meter and Counting Device Manufacturing
"E-Control Systems, Inc.",http://www.econtrolsystems.com,"Dambrosio, Thomas",Manufacturing,Sherman Oaks,CA,$5M to $10M,"334513 Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
E.B. Horsman & Son,http://www.ebhorsman.com,"Dambrosio, Thomas",Retail,Surrey,BC,$5M to $10M,"423610 Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
Eagle Eye Promotions,http://eagleeyepromo.com,"Corbett, Danielle","Apparel, Footwear & Accessories",West Jordan,UT,$5M to $10M,323113 Commercial Screen Printing
Eagle Outsource,http://www.eaglelabs.com,"Traywick, Reginald",Manufacturing,,CA,$10M to $20M,339112 Surgical and Medical Instrument Manufacturing
Eakas Corp,http://eakas.com,"Dynek, Christopher",Manufacturing,Peru,IL,$50M to $100M,326199 All Other Plastics Product Manufacturing
Earthbound Corporation,http://www.holdown.com,"Traywick, Reginald",Manufacturing,Hotchkiss,CO,$5M to $10M,332312 Fabricated Structural Metal Manufacturing
Easter-Owens Electric Co,http://www.easter-owens.com,"Dynek, Christopher",Manufacturing,Arvada,CO,$100M to $150M,335313 Switchgear and Switchboard Apparatus Manufacturing
Eaton Metal Products Company,http://www.eatonmetal.com,"Dynek, Christopher",Manufacturing,Denver,CO,$30M to $50M,522130 Credit Unions
EBD Truss,http://ebdtruss.com,"O'Neill, Brian",Manufacturing,Washington,IA,$10M to $20M,321215 Engineered Wood Member Manufacturing
Eclipse Foods,http://www.eclipsefoodsco.com,"Traywick, Reginald",Retail,Walnut,CA,$10M to $20M,424430 Dairy Product (except Dried or Canned) Merchant Wholesalers
Eco Battery,http://www.ecobattery.com,"Corbett, Danielle",Manufacturing,Washington,UT,$10M to $20M,335910 Battery Manufacturing
"Ecoplanet Bamboo Group, LLC",http://www.ecoplanetbamboo.com,"Uritis, Peter",Manufacturing,Barrington,IL,$10M to $20M,335991 Carbon and Graphite Product Manufacturing
"Edge Manufacturing, Inc.",http://www.edgemfg.com,"Dambrosio, Thomas",Manufacturing,Pevely,MO,$20M to $30M,333517 Machine Tool Manufacturing
Edges Electrical Group LLC,http://www.edgesgroup.com,"Zapalac, Ross",Retail,San Jose,CA,$50M to $100M,"423610 Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
Efc International,http://www.efc-intl.com,"Zapalac, Ross",Manufacturing,,MO,$30M to $50M,423710 Hardware Merchant Wholesalers
Ehrhardt Automation Systems,http://www.ehrhardtautomation.com,"Dambrosio, Thomas",Manufacturing,Granite City,IL,$20M to $30M,"333514 Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
Eighth Generation,https://eighthgeneration.com/,"Dambrosio, Thomas","Apparel, Footwear & Accessories",Seattle,WA,$5M to $10M,458110 Clothing and Clothing Accessories Retailers
EJ BASLER,https://www.ejbasler.com/,"Dynek, Christopher",Manufacturing,Schiller Park,IL,$20M to $30M,332721 Precision Turned Product Manufacturing
